Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Mercy Addy,F,24.0,161.0,58.0,Ghana,GHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,
Mercy Addy,F,32.0,161.0,58.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres,
Winifred Addy,M,23.0,,,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,
William Harold Ade,M,20.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
Peter Adeberg,M,19.0,185.0,75.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Men's 500 metres,
Peter Adeberg,M,19.0,185.0,75.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,000 metres",
Peter Adeberg,M,19.0,185.0,75.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",
Peter Adeberg,M,23.0,185.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,
Peter Adeberg,M,23.0,185.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,000 metres",
Peter Adeberg,M,23.0,185.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,500 metres",
Peter Adeberg,M,25.0,185.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Men's 500 metres,
Peter Adeberg,M,25.0,185.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,000 metres",
Peter Adeberg,M,25.0,185.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,500 metres",
Peter Adeberg,M,29.0,185.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Men's 500 metres,
Peter Adeberg,M,29.0,185.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres",
Peter Adeberg,M,29.0,185.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,500 metres",
Ulrike Adeberg (-Spielmann),F,23.0,170.0,60.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",
James Adede,M,29.0,162.0,92.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,
Adegboyega Folaranmi Adedoyin,M,25.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's High Jump,
Adegboyega Folaranmi Adedoyin,M,25.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,
Olubayo Adefemi,M,22.0,181.0,82.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
Lawrence Adegbeingbe,M,27.0,181.0,66.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24.0,186.0,77.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,
Adewale Adegbusi,M,30.0,,67.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,
Oluwakemi 'Kemi' Adekoya,F,23.0,166.0,63.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
Amos Ojo Adekunle,M,26.0,140.0,48.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",
Amos Ojo Adekunle,M,30.0,140.0,48.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",
Odunayo Folasade Adekuoroye,F,22.0,169.0,53.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",
Carolyn Adel,F,17.0,163.0,52.0,Suriname,SUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
Carolyn Adel,F,17.0,163.0,52.0,Suriname,SUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
Carolyn Adel,F,17.0,163.0,52.0,Suriname,SUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,
Carolyn Adel,F,17.0,163.0,52.0,Suriname,SUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,
Carolyn Adel,F,22.0,163.0,52.0,Suriname,SUR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,
Carolyn Adel,F,22.0,163.0,52.0,Suriname,SUR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,
Gun Margareta del (-Nilsson),F,25.0,163.0,52.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
Gun Margareta del (-Nilsson),F,25.0,163.0,52.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
Alberto Adela,M,,,,Philippines,PHI,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,
Peter Adelaar,M,33.0,213.0,135.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Heavyweight,
Peter Adelaar,M,33.0,213.0,135.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,
Irfan Adelbi,M,38.0,185.0,90.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,
"Ayodele ""Dele"" Adeleye",M,19.0,190.0,80.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
Andr Adelheim,M,22.0,177.0,70.0,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,
Andr Adelheim,M,26.0,177.0,70.0,France,FRA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
"Hugh Jean ""Danny"" Adeline",M,28.0,,,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Windsurfer,
Antoine Adelisse,M,17.0,178.0,65.0,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,
Beatrice Adelizzi,F,19.0,175.0,67.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,
Marcel Louis Ernest Alfred Charles Albert Adelon,M,38.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot",
Marcel Louis Ernest Alfred Charles Albert Adelon,M,38.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot",
Lambert Adelot,M,29.0,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,
Lambert Adelot,M,38.0,,,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,
Abrar Osman Adem,M,18.0,168.0,58.0,Eritrea,ERI,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",
Abrar Osman Adem,M,22.0,168.0,58.0,Eritrea,ERI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
Biko Adema,M,28.0,177.0,85.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
Joost Adema,M,24.0,202.0,91.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,
Ademir Roque Kaefer,M,24.0,179.0,74.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver
Ademir Roque Kaefer,M,28.0,179.0,74.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
Hoche Yaya Aden,M,21.0,180.0,47.0,Djibouti,DJI,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",
Ibrahim Mohamed Aden Gedi,M,23.0,178.0,75.0,Somalia,SOM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,
Ibrahim Mohamed Aden Gedi,M,27.0,178.0,75.0,Somalia,SOM,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",
Jama Awil Aden,M,23.0,176.0,69.0,Somalia,SOM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,
Jama Mohamed Aden,M,21.0,180.0,68.0,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,
Jama Mohamed Aden,M,21.0,180.0,68.0,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",
Jama Mohamed Aden,M,26.0,180.0,68.0,Somalia,SOM,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Olapade Charles Adeniken,M,26.0,186.0,78.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
Aminat Oluwafunmilayo Adeniyi,F,23.0,165.0,58.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",
Adenzia Aparecida Ferreira da Silva,F,25.0,187.0,65.0,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold
Adenzia Aparecida Ferreira da Silva,F,29.0,187.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
Esau Adenji,M,24.0,177.0,70.0,Cameroon,CMR,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",
Esau Adenji,M,28.0,177.0,70.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",
Esau Adenji,M,28.0,177.0,70.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Margaret Adetutu Adeoye,F,27.0,162.0,65.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,
Alfred Ader,M,31.0,166.0,60.0,Poland,POL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",
Berhane Adere Debala,F,22.0,170.0,50.0,Ethiopia,ETH,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 10,000 metres",
Berhane Adere Debala,F,27.0,170.0,50.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",
Berhane Adere Debala,F,35.0,170.0,50.0,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Marathon,
Hanns Aderhold,M,33.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Springboard,
Nyakisi Adero,F,30.0,,,Uganda,UGA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
Ademola Adeshina,M,24.0,,,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
Adsio Alves Machado,M,19.0,,,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
Adeoye Adetunji,M,22.0,174.0,71.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Middleweight,
Adevaldo Virglio Netto,M,21.0,,,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,
Isiaq Adeyanju,M,24.0,162.0,65.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Fatai Adeyemo,M,,,,Nigeria-2,NGR,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,
Cary Glen Adgate,M,22.0,173.0,74.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Cary Glen Adgate,M,22.0,173.0,74.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
Cary Glen Adgate,M,26.0,173.0,74.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Kamal Bahadur Adhikari,M,31.0,163.0,69.0,Nepal,NEP,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Lightweight,
David Adiele,M,25.0,174.0,,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
Paul Adiga,M,20.0,176.0,74.0,Uganda,UGA,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
Moriam Seun Adigun,F,25.0,153.0,52.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,
Arman Adikyan,M,23.0,168.0,66.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
Haydy Morsy Adil,F,16.0,168.0,58.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,
Mirza Adil,M,17.0,177.0,73.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,
Adel Mohamed Adili,M,21.0,176.0,65.0,Libya,LBA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,
Adel Mohamed Adili,M,26.0,176.0,65.0,Libya,LBA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,
Adilson de Freitas Nascimento,M,20.0,195.0,88.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
Adilson de Freitas Nascimento,M,28.0,195.0,88.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
Adilson de Freitas Nascimento,M,32.0,195.0,88.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
Antonio R. Adipe Marrone,M,24.0,,,Uruguay,URU,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Light-Heavyweight,
Ilana Adir (-Kamarshik),F,19.0,165.0,58.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 100 metres,
Evelyn Adiru,F,22.0,162.0,50.0,Uganda,UGA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,
Badathala Adisekhar,M,28.0,,53.0,India,IND,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Flyweight,
Badathala Adisekhar,M,32.0,,53.0,India,IND,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Flyweight,
Franck Adisson,M,23.0,180.0,70.0,France-1,FRA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
Franck Adisson,M,26.0,180.0,70.0,France-1,FRA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
Franck Adisson,M,31.0,180.0,70.0,France,FRA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
Adiyasambuu Tsolmon,F,23.0,165.0,65.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
Jikirum Adjaluddin,M,21.0,,,Philippines,PHI,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,
Jikirum Adjaluddin,M,25.0,,,Philippines,PHI,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,
Jikirum Adjaluddin,M,25.0,,,Philippines,PHI,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Jikirum Adjaluddin,M,25.0,,,Philippines,PHI,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 200 metres Breaststroke,
"Richard ""Richy""  Adjei",M,27.0,190.0,110.0,Germany-2,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Silver
"Richard ""Richy""  Adjei",M,27.0,190.0,110.0,Germany-2,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,
Sammi Adjei,M,18.0,,,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
Denos Adjima Beche,M,,168.0,56.0,Cote d'Ivoire,CIV,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",
Christian Donfack Adjoufack,M,28.0,175.0,80.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,
Amanda Jo Adkins (-Schneider),F,23.0,173.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
"Charles ""Chuck"" Adkins",M,20.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
Derrick Ralph Adkins,M,26.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Robert Edward ""Bob"" Adlard",M,32.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver
Alan Adler,M,20.0,186.0,80.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
Alan Adler,M,24.0,186.0,80.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
Alan Adler,M,28.0,186.0,80.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
Daniel Adler,M,26.0,180.0,72.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver
Daniel Adler,M,30.0,180.0,72.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,
Daniel Adler,M,34.0,180.0,72.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,
Egon Adler,M,23.0,172.0,62.0,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",
Egon Adler,M,23.0,172.0,62.0,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
"Margarete ""Grete"" Adler",F,16.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
"Margarete ""Grete"" Adler",F,16.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Margarete ""Grete"" Adler",F,28.0,,,Austria,AUT,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,
Harry Herchel Adler,M,36.0,,,Clementine V,BRA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,
Lena Kristina Adler,F,18.0,162.0,56.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
Lena Kristina Adler,F,18.0,162.0,56.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,
Lena Kristina Adler,F,18.0,162.0,56.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
Lena Kristina Adler,F,18.0,162.0,56.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
Lena Kristina Adler,F,18.0,162.0,56.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,
Lena Kristina Adler,F,18.0,162.0,56.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
Uwe Adler,M,20.0,182.0,77.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,
Uwe Adler,M,20.0,182.0,77.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,
Herman Aleksandrovich Adlerberg,M,21.0,,,Bylina-2,RUS,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,
Gregor Nils Henric Adlercreutz,M,37.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Individual",
Gregor Nils Henric Adlercreutz,M,37.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
Nils August Domingo Adlercreutz,M,45.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Jumping, Individual",
Nils August Domingo Adlercreutz,M,45.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
Nils August Domingo Adlercreutz,M,45.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
Erik William Adlerz,M,15.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,
Erik William Adlerz,M,19.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold
Erik William Adlerz,M,19.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold
Erik William Adlerz,M,27.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver
Erik William Adlerz,M,27.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Plain High,
Erik William Adlerz,M,31.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Platform,
Erik William Adlerz,M,31.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Plain High,
Mrta Elvira Adlerz (-Hermansson),F,15.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,
Mrta Elvira Adlerz (-Hermansson),F,23.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Women's Plain High,
Hans Adlhoch,M,41.0,177.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",
